Cell_ID,Sample,x,y,Cell_Type
mouse2_slice300-197689592722850785384786387100929910104,mouse2_slice300,2183.92440199107,2854.23834412768,Oligo
mouse2_slice300-197888620541093386429911331164972728257,mouse2_slice300,1622.22502277792,3223.29414516464,L6 CT
mouse2_slice300-198064103044551733849805032667979376694,mouse2_slice300,2155.78851830214,2449.51316928603,L5 ET
mouse2_slice300-19808556474531568613380581218106645750,mouse2_slice300,1531.37601912022,3251.07014423385,L5 IT
mouse2_slice300-198160248215625700534376081583124317362,mouse2_slice300,2030.8019474905,2510.46499894559,Astro
mouse2_slice300-198163504762329161532519043086334578253,mouse2_slice300,1569.35101784766,2976.86157172061,Peri
mouse2_slice300-198247280641346894860001588925313968737,mouse2_slice300,1207.90302325785,3482.68899987638,L5 ET
mouse2_slice300-198260899307983928341199605231250545159,mouse2_slice300,879.947020843625,3097.6274926737,L2/3 IT
mouse2_slice300-198317020440014228998504668387727600010,mouse2_slice300,2213.21940100938,2873.1064934954,L6 CT
mouse2_slice300-19839287496912005082694714493374060703,mouse2_slice300,2379.98932042085,2750.17599761486,L6 CT
mouse2_slice300-198597582633911318119380620219997716840,mouse2_slice300,1345.26401865482,3713.39449884742,L6 IT
mouse2_slice300-198709387103465522347210458333901368840,mouse2_slice300,1000.199523516,3320.718248602,SMC
mouse2_slice300-19876278216274448033535109646637027048,mouse2_slice300,1396.07652365416,4083.36516815163,Oligo
mouse2_slice300-198769393044169049373177757478028457691,mouse2_slice300,2099.47702018917,3409.19999563694,Oligo
mouse2_slice300-198826434314497409928548097621732248388,mouse2_slice300,1647.66284692548,2650.97249423712,L5 IT
mouse2_slice300-198877817373456940991524327131757330955,mouse2_slice300,1228.78927255794,3770.73674692586,L6 CT
mouse2_slice300-198901248148458001710868540984974189208,mouse2_slice300,2251.95932471119,2615.43874542788,L6 IT
mouse2_slice300-198903101543833489863612042979879696109,mouse2_slice300,1123.98716936782,2858.56749398261,L2/3 IT
mouse2_slice300-198921971951757854724137981458997504768,mouse2_slice300,1697.68134524934,2605.39164576456,OPC
mouse2_slice300-198930027475868173075717092990787195351,mouse2_slice300,1402.9120234251,3439.46064462289,L5 IT
mouse2_slice300-199167808493335414713532411761441196398,mouse2_slice300,995.593698670343,3627.64499501884,L5 IT
mouse2_slice300-199265755126054401092035121194599250928,mouse2_slice300,2070.08437117413,2461.16064389572,L5 ET
mouse2_slice300-199368753057687532451546647135865423515,mouse2_slice300,1326.38501928747,2819.6159952879,L4/5 IT
mouse2_slice300-199458866630283175418152010072923012143,mouse2_slice300,1265.40802133083,3149.95899762213,OPC
mouse2_slice300-199498821597276423082147350857300543276,mouse2_slice300,1393.59187373742,3133.26084818169,L5 ET
mouse2_slice300-19960299654248504998702392631473772627,mouse2_slice300,1715.1010196656,3599.00099597871,Micro
mouse2_slice300-199714576579000648844759490131007725267,mouse2_slice300,1668.98852121085,3884.85899980366,Astro
mouse2_slice300-199784282270293406812581533231012120059,mouse2_slice300,1943.528018713,2953.81074749306,L5 IT
mouse2_slice300-199869416287428571213379967726496648174,mouse2_slice300,1579.96427419409,3886.33264305219,L6b
mouse2_slice300-199873983756025775325889911729899291047,mouse2_slice300,1334.74494400732,2945.45624777302,L4/5 IT
mouse2_slice300-199883582569180350920169147897970874832,mouse2_slice300,1393.90652372688,3153.55034750178,L5/6 NP
mouse2_slice300-200158103886995270080125321710921879169,mouse2_slice300,880.86927081272,3193.35899616778,Endo
mouse2_slice300-200158514333998988979399617484070447503,mouse2_slice300,1402.74927343056,2510.89899893105,OPC
mouse2_slice300-200215827069895576296031451846693346357,mouse2_slice300,1825.26844767593,2383.04607151337,L4/5 IT
mouse2_slice300-200225050098265968321764038266983054646,mouse2_slice300,1297.07917026952,3049.77899427712,L4/5 IT
mouse2_slice300-200487112191080201436981465359921099453,mouse2_slice300,1899.4878701888,2643.38834449127,L5 ET
mouse2_slice300-200596217240317808179513526740968668953,mouse2_slice300,1863.78052138537,1927.11432338767,L2/3 IT
mouse2_slice300-200770749164821435327993954288311704246,mouse2_slice300,1738.26034388952,2108.39264901504,L2/3 IT
mouse2_slice300-200803480806088361128386730716189971464,mouse2_slice300,1224.61202269793,3497.08499269187,Endo
mouse2_slice300-200816160164205312301772321471040493964,mouse2_slice300,1593.32951704413,2463.01599383354,L4/5 IT
mouse2_slice300-200859919683597691843533445133721178600,mouse2_slice300,981.429024145007,3673.54049348086,L5 IT
mouse2_slice300-201125038389638405951152874973162525318,mouse2_slice300,1935.27116898969,3294.46124948189,L6 CT
mouse2_slice300-201148994618359484054419054682057853149,mouse2_slice300,1517.37951958925,3111.01834892705,L5 ET
mouse2_slice300-201166058492281109395823432329273013484,mouse2_slice300,1076.6920209527,3542.57014786974,L5 IT
mouse2_slice300-201371538192499673757432694424047067003,mouse2_slice300,1266.92702127993,2405.51099576056,L2/3 IT
mouse2_slice300-20140264243185850156338360016030123575,mouse2_slice300,1572.0743677564,2825.1006701041,Pvalb
mouse2_slice300-201431856149551428254963882360813284052,mouse2_slice300,1775.58087434098,2885.81184306964,L5 ET
mouse2_slice300-201573311728920978264454571880468579767,mouse2_slice300,1438.22877224162,2850.20756926276,L5 IT
mouse2_slice300-201601173353461363117807548923218524386,mouse2_slice300,1270.9415211454,2311.11599892378,Endo
mouse2_slice300-201722171145723543510509270163853194516,mouse2_slice300,1425.04602268338,2306.99842406176,L2/3 IT
mouse2_slice300-201786836302532385668453397753393706343,mouse2_slice300,1299.37937019244,2351.91199755669,PVM
mouse2_slice300-201805575380986121966558971650366261000,mouse2_slice300,1210.95187315568,3009.09149564058,L4/5 IT
mouse2_slice300-201819710124461190101566756343554690781,mouse2_slice300,1854.17827170715,3191.83999621868,L5 IT
mouse2_slice300-201888645341282840634063472651431475158,mouse2_slice300,1933.70876904204,3534.71474813297,Oligo
mouse2_slice300-201918709664998321365920048114318382180,mouse2_slice300,1798.13802358508,2493.50449281186,Astro
mouse2_slice300-201933114471787999426822665226142620352,mouse2_slice300,1544.81916866973,2801.05707090981,L5 ET
mouse2_slice300-202088984162298601979252268991586516257,mouse2_slice300,909.350519858301,3225.47499509156,L2/3 IT
mouse2_slice300-202219845358697940817014198004433693677,mouse2_slice300,2084.71017068401,3475.27649342269,Astro
mouse2_slice300-202237551515893499990327403988952437806,mouse2_slice300,1840.68087215945,3431.11699490249,L6 IT
mouse2_slice300-202311251336624105951769604066240057080,mouse2_slice300,1969.67651783675,3369.91214695349,L6b
mouse2_slice300-202347664152556843832211448167477916546,mouse2_slice300,2359.27124611512,2637.40999469161,L6 IT
mouse2_slice300-202403078727202809012073780727351103608,mouse2_slice300,1791.05101712048,3509.43424898013,Oligo
mouse2_slice300-202484745179615743244683104513129636487,mouse2_slice300,996.076523654163,3677.88049333543,Astro
mouse2_slice300-202517964765376093097564198201692471721,mouse2_slice300,2108.48251988739,3253.68499414623,L6b
mouse2_slice300-202562038306676170293065524879483352063,mouse2_slice300,1455.87087165043,3992.48014619723,Oligo
mouse2_slice300-202582809857501049492991637005766448090,mouse2_slice300,2188.58990183473,2561.67699722946,L6 IT
mouse2_slice300-202692738668011241861578319796617420917,mouse2_slice300,1764.04536802545,2354.18507248051,L4/5 IT
mouse2_slice300-202711597570568003183242865860059214386,mouse2_slice300,1680.22369583435,2619.07349530607,L4/5 IT
mouse2_slice300-202907911336129822458946628895273038004,mouse2_slice300,1730.83894413821,3059.86949393898,L5 IT
mouse2_slice300-202920862579673709448336298631431300753,mouse2_slice300,1039.25952220708,3545.8359977603,Endo
mouse2_slice300-202943690475407107256330164278140090175,mouse2_slice300,739.513518847525,3067.24749369174,Endo
mouse2_slice300-203252650660996044263865817313811695611,mouse2_slice300,1112.17694476359,3335.31149811298,L4/5 IT
mouse2_slice300-203275013165205296858855528734445928258,mouse2_slice300,1710.11001983285,2573.17799684405,L4/5 IT
mouse2_slice300-203420663619155321262136312272352390442,mouse2_slice300,1567.7235179022,3221.12414523736,L5 IT
mouse2_slice300-203641458030632518169039115365250857367,mouse2_slice300,1636.22152230889,2763.85784715638,L5 ET
mouse2_slice300-203648638017542080181006340459262813371,mouse2_slice300,1706.08466996774,2123.48499850929,Sncg
mouse2_slice300-203770562393907402621426614042085743547,mouse2_slice300,933.339869054407,2876.0251433976,L2/3 IT
mouse2_slice300-203776502961378923451006329528902104090,mouse2_slice300,1498.28352022916,2882.22049318999,L5 IT
mouse2_slice300-203810824153951831582754136272251805982,mouse2_slice300,1292.97244540714,3058.79534397498,Peri
mouse2_slice300-203818939657554221681068446388194061942,mouse2_slice300,1889.49502052367,3134.87749812752,L6 CT
mouse2_slice300-20389461801526558092598921362207023970,mouse2_slice300,1137.34351892024,3207.04084570929,L4/5 IT
mouse2_slice300-203974224342297470559315433371219488258,mouse2_slice300,1479.7896958489,3026.23449506611,L5 ET
mouse2_slice300-204007368969653242059121332465729558303,mouse2_slice300,1921.93651943654,3052.70306917913,PVM
mouse2_slice300-204008305668706912439096489515838202968,mouse2_slice300,1293.0809454035,2928.36749834567,L4/5 IT
mouse2_slice300-204024181684770031840687671052972758397,mouse2_slice300,1873.1169460725,2958.20499734581,L6 CT
mouse2_slice300-204046443124411550772842195301143193747,mouse2_slice300,2096.98152027279,2990.21249627322,L6 CT
mouse2_slice300-204094692144682732270416698107462595870,mouse2_slice300,1518.57301954925,2768.24124700949,L5 IT
mouse2_slice300-204165177633089044706239797189042328747,mouse2_slice300,1632.3209474396,2035.78249474615,Astro
mouse2_slice300-204201075705356843840929484509359595830,mouse2_slice300,2235.57040026039,2906.07074909285,L6 CT
mouse2_slice300-204325823341653052707396273423809769309,mouse2_slice300,2255.65374958739,2667.46449368447,L6 IT
mouse2_slice300-20434819360118473940420135995234619302,mouse2_slice300,2030.57409749813,3134.66049813479,L6 CT
mouse2_slice300-204389764524401209475183533551904534273,mouse2_slice300,1535.17351899296,3191.83999621868,L5 IT
mouse2_slice300-204392325610856649574702135364383815457,mouse2_slice300,620.60837283209,3050.26181926094,SMC
mouse2_slice300-20443920048599063273839087659728907060,mouse2_slice300,1609.74752319604,3922.72549853474,Oligo
mouse2_slice300-20454048930254246975994203788601864569,mouse2_slice300,1543.42494371645,2492.41949284822,L4/5 IT
mouse2_slice300-204556362079371272132447086907119625260,mouse2_slice300,2121.28551945835,3082.76299317181,Sst
mouse2_slice300-204556455667313084559550465088954564751,mouse2_slice300,1328.21866922602,2398.02449601144,Endo
mouse2_slice300-204612644685030171682452097552957532260,mouse2_slice300,1399.87402352691,2486.37799975276,Micro
mouse2_slice300-204629447864502848190024981290330885713,mouse2_slice300,2109.89301984012,3140.41099794209,L6 CT
mouse2_slice300-204725274015898418127510870623444138698,mouse2_slice300,2286.13139856607,2655.04124410078,L6 IT
mouse2_slice300-204829019586015371412279686206792796025,mouse2_slice300,2264.8653992787,2596.39699606597,Astro
mouse2_slice300-204864747591289528483686985890317569608,mouse2_slice300,2372.17189568281,2719.68749863654,L6 CT
mouse2_slice300-204951188296909196231713455100046287982,mouse2_slice300,1582.29702411592,4069.75384360775,Oligo
mouse2_slice300-205118801658698554930512026122503676865,mouse2_slice300,2364.14289595187,2774.69699679315,Oligo
mouse2_slice300-205144253793008151275839113492784400258,mouse2_slice300,2187.03109225519,2430.24899493158,L5 ET
mouse2_slice300-205383254138446407813734482942670988390,mouse2_slice300,1633.29202240705,2245.76449441165,L2/3 IT
mouse2_slice300-205415030989166976871520357532387897958,mouse2_slice300,1608.87952322513,3561.56849723309,L6 IT
mouse2_slice300-205435029689567988966389045028958898500,mouse2_slice300,2148.08501856029,3111.23534891978,L6 CT
mouse2_slice300-205459406781760438966097850871290424604,mouse2_slice300,1979.58452420682,2533.57549817115,Pvalb
mouse2_slice300-205496377152334752078402202014007610843,mouse2_slice300,1856.30487163588,2975.13099677861,Pvalb
mouse2_slice300-205515562531593118303700708924384688684,mouse2_slice300,1504.35952002555,2606.4766457282,Astro
mouse2_slice300-205546210816166401287056329257253691649,mouse2_slice300,1381.92616742626,2504.06349916011,L4/5 IT
mouse2_slice300-205587433245041733042192296822880929008,mouse2_slice300,1242.73152209073,3107.53549904376,PVM
mouse2_slice300-205729481023232927991881936982135953063,mouse2_slice300,935.292868988961,3260.30349392444,L2/3 IT
mouse2_slice300-20582496146981248541224679640604897376,mouse2_slice300,1439.47652219981,2316.75799873471,L2/3 IT
mouse2_slice300-205896131530025502265876971456787709062,mouse2_slice300,1385.49777400866,3524.29874848202,L6 CT
mouse2_slice300-206138015484723764726583489922979423798,mouse2_slice300,1237.52352226526,2748.92824765667,L4/5 IT
mouse2_slice300-206176712573917096420538154262132302364,mouse2_slice300,2075.60702098906,2916.32399874926,L6 IT
mouse2_slice300-206268675529863635384043544263639308067,mouse2_slice300,1473.88187104687,3796.08234607652,OPC
mouse2_slice300-206334566958082370364931900448870707171,mouse2_slice300,1686.89102061093,3719.68749863654,Astro
mouse2_slice300-206407595963511501876514121364731958980,mouse2_slice300,1209.43287320659,3078.96549329907,PVM
mouse2_slice300-206435924962672499335529306029913388763,mouse2_slice300,815.487173003703,3239.36299462616,Endo
mouse2_slice300-206456283522190765867145506137230657381,mouse2_slice300,1851.51459679641,2717.73449870199,L5 ET
mouse2_slice300-206510214233835831159012540503946328573,mouse2_slice300,1250.98294681422,3845.22199442983,Oligo
mouse2_slice300-206528974346068281108151607172921916862,mouse2_slice300,2045.22702200711,2947.57199770212,L6 CT
mouse2_slice300-206616552955034178158616137159061504820,mouse2_slice300,2121.62186944708,2923.59349850565,Endo
mouse2_slice300-206823067844205463349551742908725540614,mouse2_slice300,1131.37601912022,3316.20464875326,Oligo
mouse2_slice300-206895536211098128591816964727571275816,mouse2_slice300,883.853020712733,2795.74599608779,Lamp5
mouse2_slice300-206927446737489115162602710738621912866,mouse2_slice300,1352.53894341104,3644.02849446982,L5 IT
mouse2_slice300-206940398384342853320146377855532111716,mouse2_slice300,1984.43251734227,1705.14849912375,Oligo
mouse2_slice300-206955111261533498400571745693140066745,mouse2_slice300,2005.41837334111,2598.1329960078,L5 IT
mouse2_slice300-207192134107482325753131560518338988185,mouse2_slice300,835.136522345245,3180.77299658954,L2/3 IT
mouse2_slice300-207215772208750969307373821137216072074,mouse2_slice300,1965.6077679731,1783.43667150028,Endo
mouse2_slice300-207309346355266733964621388235526104352,mouse2_slice300,1732.56951908022,3179.5686466299,Endo
mouse2_slice300-207323958996734047794913081721407430640,mouse2_slice300,1823.84167272374,2928.47599834204,L5 IT
mouse2_slice300-207326961826008989248644206008504090418,mouse2_slice300,1877.34302093089,2291.24964958951,L4/5 IT
mouse2_slice300-207536600302282929431355786886196168826,mouse2_slice300,1731.26751912385,3931.94799822569,Oligo
mouse2_slice300-20754466995221920454935520417707969268,mouse2_slice300,1586.27701728046,2543.44899784029,L4/5 IT
mouse2_slice300-207552952248691886171521752379306112042,mouse2_slice300,2246.31189990044,2623.7281451501,L6 CT
mouse2_slice300-207575923809990215431528943861358871421,mouse2_slice300,2297.95789816976,2838.07184466943,SMC
mouse2_slice300-207659473513411919264643507382859206485,mouse2_slice300,1639.57417219654,3683.88249983639,Endo
mouse2_slice300-207720346419697226923324452032306112930,mouse2_slice300,1965.45044297837,1812.67742052041,Astro
mouse2_slice300-207782310942073800236435319070086311549,mouse2_slice300,1184.54101733863,2565.36599710584,L2/3 IT
mouse2_slice300-20789940331477323417450678552472266107,mouse2_slice300,1453.25602173805,2332.49049820751,L2/3 IT
mouse2_slice300-207975119455370237106261530411060807273,mouse2_slice300,1529.3145191893,2887.89699970186,L5 ET
mouse2_slice300-208116978985806845535298869280209938765,mouse2_slice300,1928.01251923293,2868.56034364775,L6 IT
mouse2_slice300-208117562660607327529842903335258174569,mouse2_slice300,1348.57326854393,3010.17649560422,L4/5 IT
mouse2_slice300-208381560631483350101962869156604614359,mouse2_slice300,1907.8315199092,3519.41624864563,Oligo
mouse2_slice300-208387698888618422014492270768123948155,mouse2_slice300,2264.97389927506,3022.97949517518,PVM
mouse2_slice300-20839325163877921471807273206566669379,mouse2_slice300,1288.62702055275,3489.74149964005,L5/6 NP
mouse2_slice300-208562106802716785293602409769416328337,mouse2_slice300,1129.42301918566,2997.26499603689,Endo
mouse2_slice300-208759607996569453014889719538759457002,mouse2_slice300,1896.00502030551,2766.1309220802,L5 IT
mouse2_slice300-208826152942424913906692798084812940693,mouse2_slice300,1338.26576888934,3757.61367236562,L6 IT
mouse2_slice300-209064335812562429271825343478834584645,mouse2_slice300,1200.199523516,3486.78834303692,Oligo
mouse2_slice300-209084426528022627175668435734451571665,mouse2_slice300,1567.18101792037,2123.36564851329,Lamp5
mouse2_slice300-209095299398085723782129813650279290416,mouse2_slice300,1015.50887300298,3691.33449288458,L5 IT
mouse2_slice300-209140168401561812886613294062622685862,mouse2_slice300,1439.47652219981,3579.91584661826,L6 IT
mouse2_slice300-209180910419751740374780975627079617082,mouse2_slice300,1241.10402214527,2694.63831777386,Sst
mouse2_slice300-209193665224529437100296042081274188627,mouse2_slice300,2084.50402069092,2770.62282192968,L6 CT
mouse2_slice300-209204378999612565723751315606726170108,mouse2_slice300,1644.31019703783,3752.13442254923,L6 CT
mouse2_slice300-209207426529460003815332761252006409193,mouse2_slice300,786.745523966849,3249.99599426985,L2/3 IT
mouse2_slice300-209445935399081733246656597011668276668,mouse2_slice300,1415.27559801079,2361.40574723855,L2/3 IT
mouse2_slice300-209449577153157288182933184833739802314,mouse2_slice300,2052.8220217526,2981.863421553,L6 CT
mouse2_slice300-209458137505744808093781708942572266342,mouse2_slice300,1062.91252141446,2474.09384346232,Endo
mouse2_slice300-209514349256394379091429631348809461914,mouse2_slice300,1645.6718719922,3355.38399744034,Oligo
mouse2_slice300-209529153578647813476578058264682236026,mouse2_slice300,1367.94051789492,3863.34149382263,L6 CT
mouse2_slice300-209688118601586545974681017320074448919,mouse2_slice300,1082.55644575618,3069.42291861884,L4/5 IT
mouse2_slice300-209719196913121980014875866279997777253,mouse2_slice300,1109.07926986739,2584.73324645683,L2/3 IT
mouse2_slice300-209751619624840561106311226739771910130,mouse2_slice300,2173.35466771349,2542.59184786901,L5/6 NP
mouse2_slice300-209835829649542442701761083474886058196,mouse2_slice300,1629.27752254158,2555.92649742216,L4/5 IT
mouse2_slice300-209873714606372253763932055267519824616,mouse2_slice300,1799.11452355236,3069.95999360085,Endo
mouse2_slice300-210000095814057146322452755171754909112,mouse2_slice300,1286.89102061093,2485.40149978548,L2/3 IT
mouse2_slice300-210104711287477041134348750143700215909,mouse2_slice300,1830.68802249432,3552.88849752396,Astro
mouse2_slice300-210175756382319864589660380999248157309,mouse2_slice300,1831.77302245796,2309.27149898559,L4/5 IT
mouse2_slice300-210261292688485999537688628265982965790,mouse2_slice300,2075.71552098542,3413.58882048987,Lamp5
mouse2_slice300-21041059670820722137821545846885453463,mouse2_slice300,2058.90887154862,2392.92499618232,L5 IT
mouse2_slice300-210451728938489231902264860657331083120,mouse2_slice300,1471.48402112722,3092.35981785022,L5 IT
mouse2_slice300-210492040827290729841000750914184154198,mouse2_slice300,1260.30852150172,2569.16349697858,L2/3 IT
mouse2_slice300-210492478401240782557375314330063305299,mouse2_slice300,2176.8719022274,2894.51549948007,L6 IT
mouse2_slice300-210582756526185616804856723049501739383,mouse2_slice300,1254.55802169442,3518.71099866927,Oligo
mouse2_slice300-210939194000417506062852548334932865061,mouse2_slice300,1605.40752334148,2532.71834819987,L4/5 IT
mouse2_slice300-211220381966533045625727184729076841424,mouse2_slice300,1270.39902116358,2459.64164394662,L2/3 IT
mouse2_slice300-211278604766263957814609822739759851433,mouse2_slice300,1482.65952075273,3703.1954991892,Micro
mouse2_slice300-211456062300836714322370045650398372234,mouse2_slice300,902.070170102268,3131.51399824023,L2/3 IT
mouse2_slice300-211852240374150751430784601896189496870,mouse2_slice300,1018.15627291426,3454.76999410987,L4/5 IT
mouse2_slice300-211876175509890774909369430943098982507,mouse2_slice300,2224.39490063488,2930.98234825805,Endo
mouse2_slice300-211954496902579210622514726018820041076,mouse2_slice300,1838.50002223253,3524.46149847656,Astro
mouse2_slice300-212048893133054201048775590207741291889,mouse2_slice300,2080.48952082545,2284.32734982148,L5 IT
mouse2_slice300-212090604394505916567257123404887857780,mouse2_slice300,2112.49701975286,2245.17316943146,Oligo
mouse2_slice300-21209704129622075366679679070948596632,mouse2_slice300,1308.1570198983,2936.83049806207,L4/5 IT
mouse2_slice300-21211489692597798444500609294790584338,mouse2_slice300,1808.86867322549,2625.14949510247,Peri
mouse2_slice300-212181138790599756847024020632035745176,mouse2_slice300,1765.87901796401,3121.42349857837,L5 IT
mouse2_slice300-212238602954177406271447781132083702039,mouse2_slice300,1216.70237296298,3816.25792040043,Endo
mouse2_slice300-212245457248111446489432977877627939907,mouse2_slice300,1822.98452275246,2343.43814784065,L4/5 IT
mouse2_slice300-212314367209452393502959348229921913073,mouse2_slice300,1618.53602290154,3049.56199428439,L5 ET
mouse2_slice300-212355232794400856101681074074450163397,mouse2_slice300,2083.20202073455,2390.00092128031,L5 IT
mouse2_slice300-212508548790425674436279604026136731317,mouse2_slice300,1719.71769451089,2309.48849897832,L4/5 IT
mouse2_slice300-212548600326774852975811078591071102713,mouse2_slice300,1134.84801900387,2687.11384302601,L2/3 IT
mouse2_slice300-212582719483125584378467165318166923199,mouse2_slice300,1669.10244620703,3849.68134428039,Endo
mouse2_slice300-212683773253299237309215000294488120850,mouse2_slice300,1740.17536882535,3244.02849446982,L6 IT
mouse2_slice300-212699273031661277619830317535617245136,mouse2_slice300,1193.03852375597,3743.88299782574,Oligo
mouse2_slice300-212701495457645522914133410503209936482,mouse2_slice300,1578.99666752443,2030.68299491704,Micro
mouse2_slice300-212710331906619458692907520349480361261,mouse2_slice300,1303.600020051,2638.60349465162,L4/5 IT
mouse2_slice300-212727636912297458221084678569917032288,mouse2_slice300,2087.10802060366,2836.27616972961,Pvalb
mouse2_slice300-212797943339958441970481430045877858863,mouse2_slice300,1497.19852026552,3847.71206934638,Peri
mouse2_slice300-212885679607841894293310933999545549076,mouse2_slice300,1073.4424460616,2461.27999389172,VLMC
mouse2_slice300-212978671646436250230951426120460844252,mouse2_slice300,1331.32176912203,3407.46399569511,L5 IT
mouse2_slice300-213071112971272208138018134258292273195,mouse2_slice300,2059.10417154208,2280.80999323726,L5 IT
mouse2_slice300-213171000321103812707986677546582036550,mouse2_slice300,1243.80567205474,3069.18964362666,L4/5 IT
mouse2_slice300-213224560304752630829128314545024776744,mouse2_slice300,883.473270725459,2904.60599914193,Micro
mouse2_slice300-213268429462129297518604075034853119111,mouse2_slice300,1198.46352357417,3271.80449353904,L4/5 IT
mouse2_slice300-21337420617662028010193916058460338037,mouse2_slice300,1105.98701997101,2528.69299833477,Micro
mouse2_slice300-213385235577400494146862715018898135691,mouse2_slice300,1188.44701720774,2885.37784308419,L4/5 IT
mouse2_slice300-213892101702872157146681291697524303893,mouse2_slice300,1545.75226863846,2316.75799873471,L2/3 IT
mouse2_slice300-213960110844999373690810216137779044957,mouse2_slice300,2014.73852302879,2269.51514361575,L5 IT
mouse2_slice300-213961686209749503114287844427914011005,mouse2_slice300,1069.53102119267,2768.07849701494,L2/3 IT
mouse2_slice300-21399822830427479534328213382138004744,mouse2_slice300,1684.50402069092,3739.59182296954,Oligo
mouse2_slice300-214017843953596542300749196862340134741,mouse2_slice300,831.230522476137,3057.26549402624,L2/3 IT
mouse2_slice300-214137896622974918421194324178970103738,mouse2_slice300,1166.85551793128,2949.95899762213,L4/5 IT
mouse2_slice300-214186068308776374418937601095967742191,mouse2_slice300,2021.46009780355,3232.52749485523,L6 CT
mouse2_slice300-214212423226667542772285077742699484916,mouse2_slice300,2082.39369576164,3424.71549511701,Oligo
mouse2_slice300-214236773950442204233484812715308272536,mouse2_slice300,1452.77319675423,2497.82474936917,L2/3 IT
mouse2_slice300-214240394340798941744085032350984325219,mouse2_slice300,1055.96852164716,2824.60699512064,L2/3 IT
mouse2_slice300-214309844646129123696886018832214487484,mouse2_slice300,1247.83102191985,3849.88749427348,L6 CT
mouse2_slice300-214373187334223866568993473439842650567,mouse2_slice300,967.072517924011,3185.22149644047,Astro
mouse2_slice300-214398623647956001479414325883159751145,mouse2_slice300,1568.37451788038,2680.4953432478,L4/5 IT
mouse2_slice300-214446509687045753108085955457268467776,mouse2_slice300,1782.91351739317,1919.13414865509,Astro
mouse2_slice300-214550303061323472998065621249323383507,mouse2_slice300,1622.11652278155,2144.3169978112,OPC
mouse2_slice300-214579853505145628582303255007734837860,mouse2_slice300,2289.50574845299,2822.65399518609,L6 CT
mouse2_slice300-214609650063945426875510283822419741495,mouse2_slice300,1850.00102184713,2161.36234724,L4/5 IT
mouse2_slice300-214715927007483383809798278565733101723,mouse2_slice300,1463.46587139592,2091.33449288458,VLMC
mouse2_slice300-21473887099518478302584530836477920205,mouse2_slice300,1480.81502081454,2658.14434399679,L4/5 IT
mouse2_slice300-214983994181262543029679632246809383543,mouse2_slice300,1256.83652161807,3693.44134951606,Astro
mouse2_slice300-215030584685722055463272834935772400724,mouse2_slice300,1292.85852041095,3391.51449622959,Endo
mouse2_slice300-21510483944841764234732262680999712539,mouse2_slice300,1767.3980179131,3915.99849876016,Oligo
mouse2_slice300-215169538207916249139748829549825139016,mouse2_slice300,1458.89802154899,2371.55592189841,L2/3 IT
mouse2_slice300-215216359077036308343440662281966581672,mouse2_slice300,2315.87124756947,3176.32449673861,Oligo
mouse2_slice300-215304872589170113144691861810543970881,mouse2_slice300,1870.72452115268,2266.54766871519,L4/5 IT
mouse2_slice300-215358923926068585615106357436828590298,mouse2_slice300,1255.64302165806,3022.75707018264,Oligo
mouse2_slice300-21537162369784371862832697663606343685,mouse2_slice300,1635.24502234161,3133.73282316588,Astro
mouse2_slice300-215517258227409085635893778327131522384,mouse2_slice300,1384.5266990412,2285.50999978185,L2/3 IT
mouse2_slice300-215557157814621484220149782505344978108,mouse2_slice300,1584.79252403229,2623.95599514246,L4/5 IT
mouse2_slice300-21557703928933817178381122869126402572,mouse2_slice300,2129.8515941713,3030.89999490976,L6 CT
mouse2_slice300-215579545281614804767907660318689363475,mouse2_slice300,2368.92774579152,2989.24684630558,Oligo
mouse2_slice300-215597120724540265303350360209972999027,mouse2_slice300,1322.91301940382,3243.81149447709,Oligo
mouse2_slice300-215600077176861443078304331802855995702,mouse2_slice300,2315.9688975662,3196.93949604779,Oligo
mouse2_slice300-215905548583200482675948945760674685219,mouse2_slice300,1968.59151787311,3113.83934883252,Oligo
mouse2_slice300-21595608283748429010084017906612739040,mouse2_slice300,2048.69902189076,2416.68649538606,Pvalb
mouse2_slice300-216101255016707628997241633537230302763,mouse2_slice300,1068.66302122176,3177.95199668407,Peri
mouse2_slice300-216117352219435758595639566944108725993,mouse2_slice300,1684.01577070728,3838.01216967143,Peri
mouse2_slice300-216297822249479391231822319495325641566,mouse2_slice300,1229.92852251977,2837.19299469888,L4/5 IT
mouse2_slice300-216330794621296547846407565177777116866,mouse2_slice300,1721.56219444908,3264.20949379355,L5 IT
mouse2_slice300-216362593049441308066143908479640967994,mouse2_slice300,676.789670949429,2958.42199733853,VLMC
mouse2_slice300-216397080311226733326396052123328556663,mouse2_slice300,1944.61301867664,3042.40099452436,Astro
mouse2_slice300-216413532093361733610696244878873088437,mouse2_slice300,1495.89652030915,2805.51099576056,L5/6 NP
mouse2_slice300-216654171325460806167845056167193463185,mouse2_slice300,1599.10909855254,3476.57849337906,L6 CT
mouse2_slice300-216655107042716800012606278927736754517,mouse2_slice300,1391.0800988216,3963.20142217837,L6 CT
mouse2_slice300-216721478931137347108636947648056538146,mouse2_slice300,1512.17151976377,2715.51024877653,L4/5 IT
mouse2_slice300-216796671057308001422089708443702965462,mouse2_slice300,1710.32159482576,3371.87057188787,OPC
